135,946,292,796,804
506,312,53,350,132
563,467,50,458,332
337,239,521,301,696
882,629,497,182,285
557,168,295,352,458
752,180,916,443,676
258,768,798,425,775
996,173,189,890,1000
191,600,954,145,967
373,351,493,98,98
459,288,559,849,403
803,463,114,80,339
571,404,314,155,647
97,631,861,821,483
868,23,280,353,647
152,728,849,630,944
971,445,195,488,18
575,982,745,182,610
81,523,51,398,745
936,500,757,726,60
534,843,830,579,316
7,596,187,302,301
429,712,788,380,251
337,706,575,927,119
545,334,392,827,228
821,544,500,596,686
796,258,249,416,933
148,124,298,68,231
953,768,235,534,480
643,595,392,183,850
628,862,271,346,578
236,760,276,607,894
304,66,650,994,981
663,474,508,782,227
984,697,345,577,369
998,500,702,576,253
658,580,699,103,323
61,477,348,86,828
365,667,183,580,577
719,546,32,110,463
663,858,109,734,108
545,316,76,521,836
754,30,870,228,955
534,29,718,626,823
757,427,389,660,0
263,313,901,381,16
689,237,206,901,76
193,388,389,995,104
312,771,910,589,69
869,652,458,49,668
94,520,949,632,122
764,639,467,620,944
524,798,120,605,943
838,125,106,926,34
732,133,929,913,398
523,956,442,887,602
100,162,152,789,521
878,375,431,998,373
962,933,693,515,99
335,136,404,829,916
520,31,682,222,297
700,546,250,641,637
802,601,993,503,166
391,955,862,414,753
249,429,556,928,354
941,182,89,897,133
357,713,836,610,941
426,856,979,571,424
241,572,661,222,990
939,966,812,955,681
474,615,896,310,876
238,107,759,632,446
528,162,562,507,212
319,933,886,872,870
464,670,731,142,684
49,633,806,232,846
374,753,323,42,231
632,664,704,154,988
551,456,615,32,784
274,726,705,156,606
187,159,781,654,979
387,188,624,637,677
302,806,723,77,521
79,220,400,998,25
40,465,834,965,511
858,143,850,421,514
48,432,296,169,661
309,880,508,803,821
157,109,664,309,879
171,37,212,729,196
985,565,408,805,812
129,316,424,811,543
56,289,296,285,138
939,990,840,618,493
449,249,338,94,585
709,323,306,536,227
840,150,983,92,605
493,525,259,833,637
760,88,998,232,994
321,223,348,631,973
465,167,776,959,748
654,974,322,39,580
787,61,685,354,461
524,393,525,259,962
891,62,572,889,870
234,250,770,838,973
797,123,25,1000,745
122,382,67,164,118
383,613,266,721,399
86,867,569,859,220
928,538,103,218,806
914,890,760,210,98
763,721,904,242,745
917,62,712,289,885
344,712,631,991,476
671,993,886,906,327
730,834,497,816,947
978,413,962,71,524
339,355,114,737,835
868,531,458,51,1000
192,153,544,779,738
519,895,650,506,881
140,821,263,831,113
761,26,288,838,801
655,653,751,577,957
950,155,377,467,263
91,7,203,263,502
606,315,111,882,41
683,605,37,265,768
343,36,12,88,61
627,322,799,354,598
809,860,364,229,425
134,496,2,136,668
937,155,646,914,936
95,527,282,807,363
915,547,206,136,843
121,465,365,760,604
265,365,415,48,264
206,489,889,112,716
591,31,753,28,322
394,53,192,494,569
177,898,946,639,658
474,423,540,440,49
10,168,186,604,971
513,917,289,953,180
601,883,850,43,85
64,206,798,890,624
705,987,871,867,457
404,554,876,499,710
946,434,825,300,329
211,719,164,784,388
215,218,17,428,255
730,356,946,936,617
304,485,433,893,404
715,823,190,582,37
854,993,44,10,277
706,463,744,126,392
801,32,807,483,14
14,826,957,307,136
146,381,498,684,574
508,572,99,201,587
838,596,459,516,554
192,318,537,966,654
236,570,734,11,563
465,254,820,839,893
681,868,709,534,477
53,96,788,613,141
17,168,886,562,697
85,711,911,272,152
970,75,218,937,177
494,745,483,828,719
902,56,199,905,194
848,848,201,276,242
696,762,353,948,654
770,184,71,550,469
312,58,807,337,991
488,395,952,810,603
419,855,274,321,426
389,283,483,885,98
707,903,540,507,957
33,853,190,811,97
289,308,702,83,935
980,573,213,203,364
831,90,878,65,598
112,401,624,265,228
169,501,726,373,102
905,139,853,315,366
418,601,81,379,110
227,818,182,744,14
28,663,754,604,96
289,674,118,17,844
1000,603,556,408,432
654,54,970,239,678
737,216,345,632,472
237,987,636,657,198
795,826,263,641,114
203,111,151,93,785
753,439,197,792,877
395,666,97,470,232
683,120,259,83,867
280,825,923,70,785
906,349,958,61,418
434,826,703,992,60
959,984,506,881,613
232,959,309,408,437
697,689,408,28,648
482,378,613,529,711
825,173,653,5,809
590,786,647,828,312
842,594,885,563,444
479,100,268,726,461
1,276,602,577,670
56,895,871,654,6
946,93,391,635,879
530,76,687,553,884
318,876,473,186,426
131,639,859,740,781
477,709,693,467,783
454,72,607,701,449
551,175,485,674,787
168,236,227,399,243
899,302,189,504,93
631,414,987,809,141
691,357,449,585,669
868,35,945,401,480
330,591,962,325,462
243,102,467,428,960
163,687,227,874,624
357,132,956,982,796
520,331,937,63,682
471,448,405,489,911
981,140,500,685,870
57,20,138,453,831
580,561,367,285,956
311,847,284,721,735
40,678,482,461,404
881,866,35,182,669
692,966,469,590,403
983,928,344,15,147
754,501,183,156,169
783,400,627,688,181
274,459,87,375,759
198,536,446,230,886
330,555,552,471,913
670,665,911,546,887
257,431,420,409,378
520,278,786,838,676
204,222,249,659,534
615,566,262,557,820
462,847,218,182,211
725,468,370,111,18
325,904,669,443,416
711,996,809,652,827
32,110,881,765,717
763,313,737,947,582
655,921,119,924,422
891,82,164,595,366
81,553,315,440,882
747,47,310,82,338
579,966,946,119,919
431,968,856,76,979
427,386,935,192,513
695,315,710,689,850
547,562,835,162,643
653,99,317,873,963
301,830,966,867,836
621,466,1,906,165
717,699,489,41,516
519,994,649,81,876
155,954,56,63,498
960,349,352,464,880
536,297,847,356,757
78,514,269,878,323
564,123,337,259,373
411,687,657,800,560
101,651,364,289,207
972,404,748,257,467
693,564,885,149,32
253,307,284,664,70
919,454,393,375,531
929,792,619,351,770
867,550,876,502,403
199,727,253,103,473
472,515,242,186,277
1,969,234,331,847
792,717,360,715,741
989,465,926,243,503
888,24,594,693,294
208,600,859,49,79
515,876,139,954,681
161,950,745,241,984
254,987,684,726,824
59,464,347,622,43
667,961,576,316,598
504,937,513,445,137
383,482,323,492,161
277,431,220,72,605
800,761,297,580,882
16,48,814,184,821
474,392,493,242,656
596,320,810,202,287
692,236,384,379,218
324,800,215,621,659
54,996,507,149,24
987,811,58,590,535
940,427,544,835,944
236,441,992,778,769
892,775,685,319,392
72,974,997,450,528
924,822,646,295,783
905,192,754,80,375
256,314,509,643,496
98,359,880,957,853
584,556,524,687,774
75,342,577,494,534
883,76,506,112,796
730,129,727,692,424
609,297,293,388,54
277,499,231,264,955
442,171,113,550,452
558,54,315,684,407
345,575,653,422,850
298,867,621,959,387
909,403,706,451,745
208,165,49,323,541
803,990,348,382,124
235,728,795,164,564
699,440,792,82,761
305,116,714,643,267
301,773,338,71,404
335,346,876,327,500
240,111,230,215,470
792,258,540,20,659
46,311,483,283,479
481,387,849,656,991
137,842,276,253,140
725,404,902,972,684
627,474,685,193,968
919,277,696,674,620
422,431,514,296,950
215,26,109,349,727
856,883,860,563,261
988,12,466,669,551
476,697,884,97,482
364,264,45,725,547
564,254,284,429,130
155,504,797,196,594
958,885,333,986,626
144,7,573,603,285
627,653,962,196,959
11,363,852,488,679
534,62,678,446,917
831,868,630,585,331
833,499,507,635,340
954,850,318,181,508
221,141,18,353,236
752,68,393,675,877
447,382,931,779,160
612,118,139,264,739
573,700,705,486,917
504,785,211,709,106
272,571,606,172,608
558,5,678,940,968
14,81,725,629,768
283,108,923,611,769
273,55,658,26,708
337,143,102,815,523
516,305,342,857,250
819,597,590,873,760
210,236,128,632,208
996,360,211,201,21
323,12,977,745,608
223,860,228,29,207
759,961,372,289,752
609,67,387,158,69
549,8,376,978,279
421,915,73,112,633
609,33,967,48,927
358,631,605,284,404
532,274,588,54,194
451,176,361,559,659
781,809,949,29,934
577,307,505,903,213
108,739,310,297,215
711,272,973,993,274
131,12,335,430,833
107,39,593,515,226
673,62,525,908,204
314,690,576,711,218
313,879,314,315,486
188,795,560,330,909
92,739,302,549,594
318,480,886,944,351
789,154,753,736,724
97,498,909,403,910
459,813,734,178,839
724,600,625,351,878
99,736,403,541,723
414,918,57,237,341
271,835,124,121,429
76,367,524,536,887
819,134,260,383,238
368,85,71,603,684
523,284,310,478,41
283,123,825,527,115
361,254,980,289,763
37,565,813,318,502
67,271,218,812,600
402,832,724,934,951
158,863,466,243,951
341,470,148,46,326
170,870,881,239,992
261,257,684,243,199
450,520,246,56,663
428,444,32,291,942
578,715,814,96,520
344,913,101,160,338
247,966,340,92,759
879,299,559,861,573
82,960,22,251,524
230,260,593,969,924
48,642,753,847,527
722,218,867,963,760
859,833,973,279,639
840,481,858,183,752
386,60,59,846,299
993,166,113,571,21
916,544,983,595,244
985,245,458,279,450
230,848,488,440,521
677,2,154,443,889
982,140,931,990,652
419,127,545,502,892
562,634,824,709,190
545,152,596,190,969
108,906,479,280,120
90,378,543,33,42
999,801,383,647,308
659,810,661,13,669
570,262,32,400,667
799,186,927,189,369
217,801,387,510,943
991,598,203,935,888
394,745,460,663,247
849,521,538,395,824
53,335,958,36,137
584,604,457,976,243
461,63,586,264,702
702,277,858,425,423
160,121,171,505,750
70,3,520,222,478
356,464,260,180,937
375,997,851,491,626
790,377,300,238,663
203,843,151,706,86
213,546,617,146,100
564,771,501,607,521
773,11,171,714,253
176,341,302,532,18
714,953,980,671,359
731,117,86,973,574
537,547,603,765,334
407,183,731,91,49
183,914,339,257,18
204,15,837,316,278
99,424,418,180,428
163,946,254,727,132
598,738,774,315,721
864,222,805,781,554
289,644,992,702,16
28,224,311,297,461
488,800,948,695,784
365,509,46,665,551
299,49,869,812,892
53,985,819,587,995
122,391,967,916,392
425,917,158,653,177
759,732,46,17,254
342,811,511,395,76
895,850,843,201,739
315,184,361,293,287
651,448,438,440,912
952,88,173,351,484
510,525,734,2,856
288,164,472,814,698
900,50,560,838,312
291,809,405,98,309
885,737,365,855,821
253,340,641,204,628
865,446,858,338,783
802,891,682,119,833
56,545,164,987,935
924,310,258,972,41
939,731,246,976,28
755,38,156,804,953
396,605,328,806,360
972,282,381,720,478
582,1000,322,544,556
457,58,92,823,109
365,82,217,355,581
42,434,486,584,762
226,428,342,750,553
468,711,995,802,746
399,278,44,170,696
740,320,456,625,560
283,463,184,132,301
672,732,768,225,288
437,209,537,873,77
718,53,802,2,816
789,608,365,558,476
466,227,79,778,953
993,727,72,742,653
92,593,758,127,746
854,873,19,34,294
401,920,584,428,222
699,840,9,924,218
890,363,659,224,349
199,631,349,828,963
258,365,45,961,545
900,505,934,44,720
277,931,967,376,402
762,769,752,609,140
394,158,855,103,606
567,113,534,22,507
508,526,366,514,826
525,246,282,428,923
130,84,841,191,98
